id,region,subregion,country,program_name,program_code,year,site_code,site_name,lat,lon,water_depth,sources,country_code
11002552,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1996, 1997, 1998, 2000",16028s,U/N Reef,-16.62157059,145.9504395,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002553,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",16032s,Hastings Reef,-16.51967049,146.0125427,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002554,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",16040s,Michaelmas Reef,-16.58259964,146.0181427,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002555,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",16043a,Thetford Reef,-16.80302048,146.1846924,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002556,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1996, 1997, 1998, 1999, 2000",16049s,U/N Reef,-15.64445019,145.3186951,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002557,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1996, 1997, 1998, 1999, 2000",16054s,Agincourt Reefs (No 4),-15.94933033,145.8178558,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002558,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1996, 1997, 1998, 1999, 2000",16057s,Agincourt Reefs (No 5),-16.03273964,145.8352509,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002559,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1996, 1997, 1998, 1999, 2000",16060s,St Crispin Reef,-16.10684967,145.8361664,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002560,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1996, 1997, 1998, 1999, 2000",16068s,Opal Reef,-16.21629906,145.8896942,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002561,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",17010s,Jones Patch,-17.21825027,146.0789032,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002562,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",17012a,Flora Reef,-17.18413925,146.2920074,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002563,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",17032s,Feather Reef,-17.52882004,146.3786621,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002564,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",17034s,Wardle Reef,-17.43073082,146.5451508,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002565,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1996, 1999",17057s,Gilbey Reef,-17.58041,146.5782928,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002566,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1997",18032s,Pandora Reef,-18.81248093,146.433136,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002567,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",18034s,Havannah Reef,-18.84303093,146.5375671,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002568,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1994/95, 1996, 1997, 1998, 1999, 2000",18039s,Middle Reef,-19.19808006,146.8155975,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002569,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",18051s,Rib Reef,-18.47887039,146.8739624,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002570,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1996, 1997, 1998, 1999, 2000",18065s,John Brewer Reef,-18.63240051,147.0544739,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002571,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1994/95, 1996, 1997, 1998, 1999, 2000",18075s,Helix Reef,-18.6276207,147.2940674,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002572,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",18076s,Wheeler Reef,-18.79838943,147.530426,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002573,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR," 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",18086s,Davies Reef,-18.82242012,147.6467285,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002574,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1994/95, 1998, 1999",18095s,(Little) Broadhurst Reef,-18.96508026,147.7056274,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002575,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",18096s,Myrmidon Reef,-18.26678085,147.3872375,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002576,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",18106s,Dip Reef,-18.40988922,147.4537354,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002577,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",18112s,Chicken Reef,-18.65910912,147.7112274,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002578,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",18120s,Bowden Reef,-19.03638077,147.9349823,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002579,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",19011s,Faith Reef,-19.28174973,148.3483276,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002580,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",19019s,Stanley Reef,-19.29800034,148.0791321,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002581,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",19044s,Kangaroo Reef (No 2),-19.26124954,148.550766,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002582,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",19045s,Kangaroo Reef (No 2),-19.26124954,148.550766,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002583,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",19063a,Viper Reef,-18.86751938,148.1470947,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002584,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1996, 1999",19063b,Jaguar Reef,-18.98332977,148.4247437,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002585,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",19131s,Hayman Island Reef,-20.06399918,148.8912048,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002586,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1994/95, 1996, 1997, 1998, 1999, 2000",19135s,Langford-Bird Reef,-20.08950996,148.8790436,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002587,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",19138s,Border Island Reef (No 2),-20.16629982,149.0388031,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002588,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1994/95, 1996, 1997, 1998, 1999, 2000",19159s,U/N Reef,-19.76055908,149.3660431,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002589,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",19207s,Hardy Reef,-19.76202965,149.2331543,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002590,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",19209s,U/N Reef,-19.8033905,149.4255371,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002591,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",20014s,U/N Reef,-20.03286934,149.6898346,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002592,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1994/95, 1996, 1997, 1998, 1999, 2000",20019s,Slate Reef,-19.66523933,149.9265289,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002593,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",20067a,Hyde Reef,-19.75311089,150.0847626,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002594,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",20104s,Rebe Reef,-19.79966927,150.1539764,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002595,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1994/95, 1996, 1998, 1999, 2000",20113s,Cannan Reef,-20.48192978,150.1509552,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002596,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1999",20144s,Credlin Reefs (East),-20.53903008,149.9513397,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002597,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1998, 1999, 2000",20287s,U/N Reef,-20.89480019,151.2060242,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002598,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1996, 1999",20354s,U/N Reef,-20.9675293,150.9503174,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002599,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,,20384s,U/N Reef,-21.09786034,151.2424164,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002600,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1996, 1999",21104s,Ben Reef,-20.00395012,150.3219604,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002601,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",21305s,U/N Reef,-21.86142921,152.1737823,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002602,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1994/95, 1996, 1997, 1998, 1999, 2000",21529s,Gannett Cay Reef,-21.9821701,152.4783936,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002603,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",21556s,U/N Reef,-22.02437973,152.1604614,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002604,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",21562s,Chinaman Reef,-22.00655937,152.657074,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002605,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",22088s,Horseshoe Reef (No 1),-22.03587914,152.5941925,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002606,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",22102s,East Cay Reef,-21.48667908,152.5630951,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002607,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1994/95, 1996, 1997, 1998, 1999, 2000",22104s,Turner Reef,-21.72417068,152.5589447,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002608,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1994/95, 1996, 1997, 1998, 1999, 2000",23048s,Broomfield Reef,-23.2695694,151.9324799,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002609,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1994/95, 1996, 1997, 1998, 1999, 2000",23051s,Wreck Island Reef,-23.33171082,151.9650574,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002610,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1992/93, 1993/94, 1994/95, 1996, 1997, 1998, 1999, 2000",23055s,One Tree Reef,-23.49879074,152.0647278,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
11002611,Australia,Australia and Papua New Guinea,Australia,Long-term Monitoring of the Great Barrier Reef,LTMGBR,"1996, 1997, 1998, 1999, 2000",23082s,Lady Musgrave Reef,-23.90379906,152.409256,,"Dr. Hugh Sweatman, h.sweatman@aims.gov.au",AUS
12004502,Africa,Southwest Indian Ocean,Mayotte,Coral Reef Degradation in the Indian Ocean,CORDIO,"1999, 2000",,Geyser,-12.64999962,45.14055,,"David Souter, david.souter@cordio.org",MYT
13000018,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2001",,Kaapuna (Kpn),19.27000046,-155.894,10,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000019,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000",,Nenui Pt (Nen),19.51199913,-155.958,10,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000020,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,2000,,Leleiwa (Lel),19.73600006,-155.015,10,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000021,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,2000,,Laupahoehoe (Lau),19.99799919,-155.235,3,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000022,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000",,Kanahena Bay (KaB),20.61700058,-156.437,3,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000023,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"19,992,001",,Kanahena Pt (KaP),20.60099983,-156.437,10,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000024,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000",,Honolua (Hon),21.01399994,-156.64,3,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000025,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2001",,Maalaea Harbor (MaH),20.79000092,-156.51,6,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000026,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1998, 2000",,Molokini Is. (Mol),20.63199997,-156.498,13,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000027,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000",,Olowalu (Olo),20.80699921,-156.611,7,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000028,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000",,Puamana (Pua),20.8560009,-156.667,13,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000029,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000",,Papaula Pt (Pap),20.92200089,-156.426,10,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000030,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,1999,,Kahekili (Kah),20.93799973,-156.693,7,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000031,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000, 2001",,Hakioawa (Hak),20.59199905,-156.552,10,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000032,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"2000, 2001",,Kamalo (Kmo),21.04199982,-156.897,10,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000033,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"2000, 2001",,Kamiloloa (Kma),21.06999969,-157,10,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000034,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"2000, 2001",,Palaau (Pal),21.0890007,-157.108,10,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000035,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,,,Hanauma Bay (Han),21.2689991,-157.695,3,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000036,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000",,Kahe (Point) (Kpo),21.35700035,-158.133,3,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000037,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000",,Kahe (Pili O Kah) (Kpi),21.37299919,-158.143,3,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000038,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2001",,Waiahole (Wai),21.47699928,-157.831,8,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000039,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000, 2001",,Heia Kea (Hee),21.44799995,-157.809,8,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000040,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000, 2001",,Moku O Loe (Mok),21.43700027,-157.787,9,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000041,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000",,Pupukea (Pup),21.67499924,-158.043,8,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000042,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000",,Limahuli (Haena) (Lim),22.22500038,-159.579,10,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000043,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000",,Hanalei (Han),22.21100044,-159.512,10,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000044,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000",,Milolii (Mil),22.14599991,-159.726,10,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
13000045,Pacific,US Pacific Islands,Hawaiian Islands (USA),Hawaii Coral Reef Assessment and Monitoring Program,CRAMP,"1999, 2000",,Nualolo Kai (Nua),22.1609993,-159.702,10,"Dr. Paul Jokiel, jokiel@hawaii.edu",USA_HAW
